Name,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,UnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,ReorderPoint,ReorderQuantity,DefaultLocation,DefaultSublocation,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,SKU,Machine S/No,IsActive,,
-86°C Freezer (ultra low temperature),NUVE,Stockable,FALSE,,,,"Make: Nuve
Model: DF 290
Temperature: Down to 86°C Capacity: 290L
Country: Germany
",5450000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
961.2mL DILUTION TUBES,KERMEL,Stockable,FALSE,,,,RACK OF 961.2mL DILUTION TUBES ( FOR PLASMA/SERUM DILUTIONS),78000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
A&R ARM HIGHT AJUSTMENT TOOL,ELITECH SPARE PARTS,Stockable,FALSE,,,,4999-001,62150,0,FALSE,FALSE,62150,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
A.,BIOGENEX,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AAS (Atomic absorption spectrometer),MRCLab,Stockable,FALSE,,,,"Make: MRC Lab
Model: AAS-210
Fully automatic Atomic Absorption, Type: flame and furnace
6-lamp turret, D2 & S-H background
correction, automatic flow control, Air-C2H2 flame and patented air- C2H2-O2 flame (Substitution for N2O-C2H2 flame) with graphite
furnace automatic changing, Graphite furnace autosampler. Complete with
graphite furnace system,
Country of manuf: Israel
",44825000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Abia State Specialist Diag. Centre Amachara,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Absolute alcohol,MINI VIDAS ,Stockable,FALSE,,,,SIGMA,22300,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ABSORBANCE TEST BOX,ELITECH SPARE PARTS,Stockable,FALSE,,,,6001-283,266666.4,0,FALSE,FALSE,266666.4,,,,,,0,,,,,,1,1,,1,1,,,,,,6001-283,,TRUE,,
absorbant pad,SUNSHINE MEDICAL,Stockable,FALSE,,,,GENERAL CONSUMABLES,0,,FALSE,FALSE,0,,H- MEDIX PHARMACY ABUJA,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AC Adaptor,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,-100,FALSE,FALSE,16956.52174,,"SunShine Medical Equipment Co., Ltd.",,39,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ACARIS BLOOD BAGS,BIOGENEX,Stockable,FALSE,,,,blood bag,0,-100,FALSE,FALSE,60000,,KINGS SCIENCE WARES NIGERIA LTD,,60000,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ACCESORIES FOR DONOR CHAIR,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACCESSORIES FOR BIOSAFETY CABINET,   UNIT ",BIOBASE,Stockable,FALSE,,,,  UNIT,0,,FALSE,FALSE,0,,BIOBASE Group,DCLSKU1158,0,DCLCH1008,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU15B,,TRUE,,
ACCESSORIES FOR SELECTRA PRO XS,Elitech,Stockable,FALSE,,,, UNIT  ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
ACCESSORIES FOR SPERM ANALYZER,Service Items,Stockable,FALSE,,,,ACCESSORIES FOR SPERM ANALYZER,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACCESSORIES, 3KG ",MINDRAY,Stockable,FALSE,,,,3Kg,0,,FALSE,FALSE,0,,Mindray,0611-3045658,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,0611-3045658,,TRUE,,
"ACCESSORIES, PCS ",HETTISH,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,Hettish Lab Technology,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ACCUBIND PROLACTIN ,accubind,Stockable,FALSE,,,,MICROWELL 96 well,0,,FALSE,FALSE,0,,,,,,0,,,,packs,,1,1,,1,1,,,,,,,,TRUE,,
ACCUCHECK MACHINE,GENERAL CONSUMABLES,Stockable,FALSE,,,,ACCUCHECK METER,0,-100,FALSE,FALSE,5200,,ISN PRODUCTS (NIG)LTD,,5200,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ACCUCHECK STRIP,ACCUCHECK (ISN),Stockable,FALSE,,,,ACCUCHECK STRIPS,0,-100,FALSE,FALSE,4000,,ISN PRODUCTS (NIG)LTD,,4000,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACD-A, 500ML ",HEMONETICS,Stockable,FALSE,,,," ACD-A 500ml, HA-426C",0,-100,FALSE,FALSE,2293.1886,,Haemotec (Pty) Ltd,HA-426C,5.5,DCLCH1006,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,pcs.,,1,1,,1,1,,,,,,HA-426C,,TRUE,,
Aceton,MINI VIDAS ,Stockable,FALSE,,,,"SIGMA,2.5L",14600,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST AURAMINE,   PK ",Elitech,Stockable,FALSE,,,,  PK,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST CARBOL FUCHIN,   BTL ",Elitech,Stockable,FALSE,,,,  btl,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST CONTROL SLIDE, PK   ",Elitech,Stockable,FALSE,,,,pk  ,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,200,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST FLUORESCENCE, PK ",Elitech,Stockable,FALSE,,,,pk,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST METHYLENE BLUE, BTL",Elitech,Stockable,FALSE,,,,btl   ,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST MYCOHOLD CELL, BTL   ",Elitech,Stockable,FALSE,,,,btl  ,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST POTASSIUM, PK ",Elitech,Stockable,FALSE,,,,pk,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID FAST REAGENT CA, PK  ",Elitech,Stockable,FALSE,,,,PK ,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ACID SOLUTION (needle rinse),Elitech,Stockable,FALSE,,,,"1L Acid solution (needle rinse), SLHC-5900-EE",59359.38,189.9362616,FALSE,FALSE,20473.25149,,Elitech Distribution (Reagents),SLHC-5900-EE,37.82,DCLCCR1253,10,40,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,btl,,1,1,,1,1,,,,,,,,TRUE,,
ACID WASH SOLUTION ,BAUR,Stockable,FALSE,,,,"TCO2 ACID WASH SOLUTION, LOT:20150782, EXP: 2017/11/19",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACID WASHING SOLUTION, 4X110ML ",Vitro Scient,Stockable,FALSE,,,,4x110ml,0,,FALSE,FALSE,0,,Vitro Scient,DCLSKU1505,0,DCLCCR1084,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,DCLSKU1505,,TRUE,,
ACRYLIC COVER,APDIA,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,APDIA,,0,DCLSP209,0,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF CALIBRATOR, 2X2ML ",BECKMAN COULTER,Stockable,FALSE,,,,2X2ML,0,,FALSE,FALSE,0,,Beckman Coulter South Africa,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF CONTROL -- HIGH, 25ML ",BECKMAN COULTER,Stockable,FALSE,,,,25ML,0,,FALSE,FALSE,0,,Beckman Coulter South Africa,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF CONTROL -- NORMAL, 25ML ",BECKMAN COULTER,Stockable,FALSE,,,,25Ml,0,,FALSE,FALSE,0,,Beckman Coulter South Africa,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF CONTROL-- LOW, 25ML ",BECKMAN COULTER,Stockable,FALSE,,,,25ml,0,,FALSE,FALSE,0,,Beckman Coulter South Africa,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ACT 5 DIFF CONTROL PLUS,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,6x2.3ml ,175950,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF FIX, 1L ",BECKMAN COULTER,Stockable,FALSE,,,,1L,0,-100,FALSE,FALSE,38973.49576,,Beckman Coulter South Africa,8547171,91.42,DCLCHR1017,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF HGB LYSE, 400ML ",BECKMAN COULTER,Stockable,FALSE,,,,400ML,0,-100,FALSE,FALSE,30233.1134,,Beckman Coulter South Africa,8547168,67.67,DCLCHR1018,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF LYSE , 1L ",BECKMAN COULTER,Stockable,FALSE,,,,1l,0,,FALSE,FALSE,0,,Beckman Coulter South Africa,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DIFF RINSE, 1 L ",BECKMAN COULTER,Stockable,FALSE,,,,1 L,0,-100,FALSE,FALSE,10465.43225,,Beckman Coulter South Africa,8547167,20.18,DCLCHR1014,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ACT 5 DIFF WBC LYSE ,BECKMAN COULTER,Stockable,FALSE,,,,ACT 5 DIFF WBC LYSE,0,-100,FALSE,FALSE,47667.38258,,Beckman Coulter South Africa,8547170,91.42,DCLCHR1013,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ACT 5 DIFF WBC LYSE1,BECKMAN COULTER,Stockable,FALSE,,,,ACT 5 DIFF WBC LYSE,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT 5 DILUENT, 20L ",BECKMAN COULTER,Stockable,FALSE,,,,"20L, 8547169",0,-100,FALSE,FALSE,24349.05031,,Beckman Coulter South Africa,8547169,51.05,DCLCHR1016,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ACT RINSE SHUTDOWN DILUENT, 500ML/BTL ",BECKMAN COULTER,Stockable,FALSE,,,,500ML/BTL,0,,FALSE,FALSE,0,,Beckman Coulter South Africa,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,btl,,1,1,,1,1,,,,,,,,TRUE,,
"ACTIVATING SOLUTION, 5 X110ML ",Vitro Scient,Stockable,FALSE,,,,5 x110ml,0,,FALSE,FALSE,0,,Vitro Scient,DCLSKU1500,0,DCLCCR1073,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1500,,TRUE,,
Activating Solutions,BIOLYTE,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ACTIVATION SOLUTION ,BAUR,Stockable,FALSE,,,,"ACTIVATION SOLUTION ,LOT:20150822, EXP:2017/07/17",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ACTIVATION SOLUTION,   BTLS ",BIOLYTE,Stockable,FALSE,,,,  btls,0,,FALSE,FALSE,0,,BIOLYTE,DCLSKU1273,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1273,,TRUE,,
ACUREX 100-1000UL PIPETTE,ACUREX,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AD BOARD,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,Ad board P02.06.324006-00,0,-100,FALSE,FALSE,70997.3669,,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)",P02.06.324006-00,150,DCLSP312,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS 35ml REAGENT CUP,Adaltis,Stockable,FALSE,,,,50pc/pk,0,-100,FALSE,FALSE,16081.87135,,Adaltis S.r.l.,MV3006,55,DCLCCR1243,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS CA 15-3,Adaltis,Stockable,FALSE,,,,"CA-15-3, L14036F1",105840,0,FALSE,FALSE,105840,,Adaltis S.r.l.,,0,DCLCCR1239,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS CA 19-9,Adaltis,Stockable,FALSE,,,," CA 19-9, L14040F1",104580,0,FALSE,FALSE,104580,,Adaltis S.r.l.,,0,DCLCCR1240,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS CEA ,Adaltis,Stockable,FALSE,,,,96 TESTS,79380,0,FALSE,FALSE,79380,,Adaltis S.r.l.,,0,DCLCCR1238,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"ADALTIS FULLY AUTOMATED ELISA MACHINE/ACCESSORIES,  UNIT ",Adaltis,Stockable,FALSE,,,,ADALTIS FULLY AUTOMATED ELISA MACHINE/ACCESSORIES (HEMO ONE),3700000,,FALSE,FALSE,0,,Adaltis S.r.l.,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS HINGE FOR PLAB AND TICA,Adaltis,Stockable,FALSE,,,, pk,0,,FALSE,FALSE,0,,Adaltis S.r.l.,,0,DCLCCR1244,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS IMMUNOLOGY ANALYSER,Adaltis,Stockable,FALSE,,,,MODEL:PLAB.S/N:134C30H11,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS MACHINE AND ACCESSORIES,Adaltis,Stockable,FALSE,,,,S/N: 29B1F30H11,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ADALTIS PIPETTE TIPS,  ",Adaltis,Stockable,FALSE,,,,,0,-100,FALSE,FALSE,1604.62129,,Adaltis S.r.l.,LP1181,12.5,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"ADALTIS REAGENT CUP, 75ML ",Adaltis,Stockable,FALSE,,,,Cups,0,,FALSE,FALSE,0,,Adaltis S.r.l.,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
ADALTIS TRANSPORT FRONT COVER ASSEMBLY,Adaltis,Stockable,FALSE,,,, pk,0,,FALSE,FALSE,0,,Adaltis S.r.l.,,0,DCLCCR1242,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
Adamawa Hospital Yola,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ADAMS WEIGHING BALANCE, 20KG/10G UNIT ",KERN,Stockable,FALSE,,,,"ADAMS WEIGHING BALANCE, MXB 20, 20kg/10g unit",0,,FALSE,FALSE,0,,KERN,MXB 20,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,MXB 20,,TRUE,,
"ADAMS WEIGHING BALANCE, 6KG/1G/ UNIT ",KERN,Stockable,FALSE,,,,adams weighing balance LKB6,0,,FALSE,FALSE,0,,KERN,LKB6,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,LKB6,,TRUE,,
Adapter for 85/100m round buckets,eppendorf,Stockable,FALSE,,,,adapter for 85/100m round buckets for inserting 9-15ml standard and blood collection tubes. sets of 2 pcs,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
addtional discount,FACILITY MAINTENANCE,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ADHESIVE,FACILITY MAINTENANCE,Stockable,FALSE,,,,7G ADHESIVE 750 BAG,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Adhesive woundplaster – 25mm x 76mm ,robbinson health,Stockable,FALSE,,,,"Pack of 100 X 12 Packs

",0,-100,FALSE,FALSE,6476.5625,,Robinson Healthcare Limited,4753,33.16,,0,,,,,,1,1,,1,1,,,,,,4718,,TRUE,,
Adjustable 0-1000ul pipette,CAPP ,Stockable,FALSE,,,,"Make: Capp
Model: Bravo
",49000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Adjustable 0-100ul pipette,CAPP ,Stockable,FALSE,,,,"Make: Capp
Model: Bravo
",49000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Adjustable 0-10ul pipette,CAPP ,Stockable,FALSE,,,,"Make: Capp
Model: Bravo
",49000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Adjustable 0-2 00ul pipette,CAPP ,Stockable,FALSE,,,,"Make: Capp
Model: Bravo
",49000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Adjustable 0-2 0ul pipette,CAPP ,Stockable,FALSE,,,,"Make: Capp
Model: Bravo
",49000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ADJUSTABLE TORQUE DRIVER 30-120CNm,MYTHIC,Stockable,FALSE,,,,30-120 CNM,0,-100,FALSE,FALSE,52105.26316,,Orphee SA,700-7701-22,99,DCLSP299,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"ADVERTS MATERIALS ( DIFFERENT TYPES), ME ",BIOGENEX,Stockable,FALSE,,,,ME,1,0,FALSE,FALSE,1,,Biogenex Laboraiories inc.,DCLSKU1150,1,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1150,,TRUE,,
Advia Centaur Cuvettes,SIMENS,Stockable,FALSE,,,,"Advia Centaur Cuvettes
",0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Advia Centaur Sample Tips,SIMENS,Stockable,FALSE,,,,"Advia Centaur Sample Tips
",0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ADWA EC,ADWA,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ADWA TDS/TEMPERATURE TESTER,ADWA,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AEB122180 RPMI agar  90 mm dishes pack of 10,BioMérieux,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"AEROBIC CULTURE BOTTLE, ",BD,Stockable,FALSE,,,,"50btl/ctn, 442192",0,-100,FALSE,FALSE,2237.63614,,TITAN TECHNOLOGIES NIG LTD,,,DCLCM1017,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,cases,,1,1,,1,1,,,,,,,,TRUE,,
Aerosol- tight caps for 85/100ml round buckets. 2pcs,eppendorf,Stockable,FALSE,,,,Aerosol-tight caps for 85/100ml round buckets. 2pcs.,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"AEROSPRAY NOZZLE CLEAN, PK ",Elitech,Stockable,FALSE,,,,pk,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"AEROSPRAY TB SLIDE CENTRIFUGE, UNIT ",Elitech,Stockable,FALSE,,,,SHOWROOM,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"AFB CONTROL SLIDE,  PC   ",Elitech,Stockable,FALSE,,,, pc  ,0,,FALSE,FALSE,0,,Elitech Distribution (Reagents),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
AFP,Fine Care,Stockable,FALSE,,,,FINE CARE REF: W208,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"AFP ELISA,PK   ",DIASOURCE,Stockable,FALSE,,,,   PK  ,150400,,FALSE,FALSE,0,,Diasource ImmunoAssays® S.A.,,0,DCLCCR1127,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"AFP,   PK ",Veda lab,Stockable,FALSE,,,,"AFP CHECK -1, 23093",25460,161.0108161,FALSE,FALSE,9754.38504,,VEDA-LAB,23093,27.8,DCLCCR1140,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,,,TRUE,,
AGAR STERILIZER,MediaMatic,Stockable,FALSE,,,,"MODEL: NEW BRUNSWICK MM-9 MediaMatic 
Three Operating Modes: Media Sterilizer, Autoclave and Water Bath
Agar Sterilizer: 1 - 9 Litres
Autoclave: 12 Litres.
Water Bath: Up to 5 Litres
",3854800,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AGARY FEVER ARMPIT CLINICAL THERMOMETER,MYTHIC SPARE PARTS,Stockable,FALSE,,,,GENERAL CONSUMABLES,0,-100,FALSE,FALSE,350,,H- MEDIX PHARMACY ABUJA,,350,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AHG,HETTISH,Stockable,FALSE,,,,AHG,22000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AIR COMPRESSOR,SUNSHINE MEDICAL,Stockable,FALSE,,,,AIR COMPRSSOR,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
AIR DAMPER(TANK),Erma,Stockable,FALSE,,,,210L-15,0,-100,FALSE,FALSE,2608.69565,,ERMA INC.,210L-15,6,DCLSP312,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"AIR FLOW ANEMOMETER, P/CS",SUNSHINE MEDICAL,Stockable,FALSE,,,,P/CS   ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
